precision,recall,f1-score,support
0.8192662208566781,0.23864174782837588,0.3696183953033268,37990.0
0.23934253780407627,0.8198360508062337,0.37051663070471846,11101.0
0.3700678332077163,0.3700678332077163,0.3700678332077163,0.3700678332077163
0.5293043793303772,0.5292388993173047,0.37006751300402263,49091.0
0.6881274621113495,0.3700678332077163,0.36982151422921644,49091.0
