precision,recall,f1-score,support
0.8861861123070299,0.7585417215056593,0.8174107902649345,37990.0
0.4465093827309479,0.6666066120169354,0.53479800534798,11101.0
0.7377523374956713,0.7377523374956713,0.7377523374956713,0.7377523374956713
0.666347747518989,0.7125741667612974,0.6761043978064573,49091.0
0.7867615461946246,0.7377523374956713,0.7535032608733329,49091.0
