index,precision,recall,f1-score,support
0,0.8260978213953065,0.9571992629639379,0.8868294943237937,37990.0
1,0.679416403785489,0.3104224844608594,0.4261423359920856,11101.0
accuracy,0.8109429426982543,0.8109429426982543,0.8109429426982543,0.8109429426982543
macro avg,0.7527571125903978,0.6338108737123986,0.6564859151579396,49091.0
weighted avg,0.792928596549885,0.8109429426982543,0.7826538176286705,49091.0
